category,description,title,brand,rank,price,productID
"['Books', 'History', 'Asia']","[""The electrifying story of India's struggle for independence, told in this classic account (first published in 1975) by two fine journalists who conducted hundreds of interviews with nearly all the surviving participants -- from Mountbatten to the assassins of Mahatma Gandhi. On 14 August 1947 one-fifth of humanity claimed their independence from the greatest empire history has ever seen. But 400 million people were to find that the immediate price of freedom was partition and war, riot and murder. In this superb reconstruction, Collins and Lapierre recount the eclipse of the fabled British Raj and examine the roles enacted by, among others, Mahatma Gandhi and Lord Mountbatten in its violent transformation into the new India and Pakistan. This is the India of Jawaharlal Nehru, heart-broken by the tragedy of the country's division; of Mohammed Ali Jinnah, a Moslem who drank, ate pork and rarely entered a mosque, yet led 45 million Moselms to nationhood; of Gandhi, who stirred a subcontinent without raising his voice; of the last viceroy, Mountbatten, beseeched by the leaders of an independent India to take back the powers he'd just passed to them.""]",Freedom at midnight,Visit Amazon's Larry Collins Page,"646,618 in Books (",$20.38,0002160552
"['Books', 'Reference', 'Writing, Research & Publishing Guides']","['Since first setting eyes on Italy at the age of 22 through the periscope of a submarine, Eric Newby has come to feel it is the country he knows and understands best. In 1967, he and his wife bought ""Il Castagni"", otherwise ""The Chestnuts"", a small and ruinous farmhouse in the foothills of the Apuan Alps on the borders of Liguria and northern Tuscany. They were the first foreigners to live in this particular area, and the only ones. The house came complete with, among other indigenous wildlife, a large colony of cockroaches, a band of predatory mice the size of small cats and, unknown to them when they bought the house, a sitting tenant, Attilio, an extremely eccentric and ancient man who had once built an aeroplane and crashed it. In this book, Eric Newby describes how he and his wife pulled the house back from collapse and tells of their friendship with the neighbouring ""contadini"", country people, which endured for 25 years, and a way of life now changed almost beyond recognition.']",A small place in Italy,Visit Amazon's Eric Newby Page,"1,788,342 in Books (",$43.64,0002158663
"['Books', 'Business & Money', 'Economics']","['The Wheels of Commerce. Civilization and Capitalism 15th-18th Century, Volume II']",The Wheels of Commerce,Fernand BRAUDEL,"4,137,971 in Books (",$44.65,000216132X
"['Books', 'Biographies & Memoirs', 'Leaders & Notable People']","['This story of C.S. Lewis - one of the greatest writers of the 20th century - whose books for children and adults have become much-loved classics. Part of the story of C.S. Lewis has been made famous through the film ""Shadowlands"". Here this fascinating man\'s entire life-story is told by those who knew him personally. C.S. Lewis was born in Belfast in 1898 and was sent to England for a public school education with his elder brother, Warren. Lewis exhibited a genius for imagination and perception from his earliest years. Brought up in a Christian household, Lewis lost his faith in his teenage years but was to regain it, with reluctance, as a fellow at Magdalen College, Oxford. His faith subsequently influenced his writings. He became a vigorous champion of the Christian faith through classics such as ""Mere Christianity"" and through his BBC broadcasts. His ""Chronicles of Narnia"" became children\'s classics and he was deluged with correspondence from his young readers. In his latter years he unexpectedly fell deeply in love with a divorced American, Joy Greshem, and married her, only to suffer the devastation of her death a few years later. C.S. Lewis died in 1963 at his home in Oxford. During his lifetime C.S. Lewis suggested to his friend, Roger Lancelyn Green, who was a fellow English scholar, that he would undertake his biography one day. After Lewis\'s death in 1963 Lancelyn Green and Walter Hooper were approached by several of Lewis\'s friends, to write the biography. Warren Lewis, brother to Jack, contributed a great deal to the writing. The authors had at their disposal a vast collection of letters and diaries, as well as the recollections of many surviving family members and friends. Walter Hooper has enhanced the original text with additional material to provide a new, expanded edition.']",Biography of C.S. Lewis,Visit Amazon's Roger Lancelyn Green Page,"2,744,397 in Books (",$8.98,0002160595
"['Books', 'Politics & Social Sciences', 'Politics & Government']",[],Vengeance,Visit Amazon's George Jonas Page,"1,780,789 in Books (",$44.39,0002172690
"['Books', 'History', 'Military']",[],Wooden Horse,Visit Amazon's Eric Williams Page,"4,171,196 in Books (",$6.92,0002168758
"['Books', 'History', 'Europe']","['After a decade as a top investigative reporter for the New York Times, Nicholas Gage left the newspaper in 1980 to devote himself to uncovering the one story he cared about most- the torture and murder of his mother when he was a boy of nine.']",Eleni,Visit Amazon's Nicholas Gage Page,"4,406,206 in Books (",$58.88,0002171473
"['Books', 'History', 'Military']",[],The Sas Survival Handbook,John Wiseman,"2,090,149 in Books (",$9.45,0002171856
"['Books', 'Politics & Social Sciences', 'Social Sciences']",[],"The Fatal Shore: History of the Transportation of Convicts to Australia, 1787-1868",Visit Amazon's Robert Hughes Page,"2,928,421 in Books (",$7.87,0002173611
"['Books', 'History', 'Europe']","['Text: English, German (translation)']",Spandau: Secret Diaries,Visit Amazon's Albert Speer Page,"9,200,466 in Books (",$14.72,0002167638
"['Books', 'Sports & Outdoors']","['With over 60 years of coaching amateur players, as well as professionals of the calibre of Tom Kite, Ben Crenshaw and Byron Nelson, golf teacher and former University of Texas coach Harvey Penick has a wealth of golfing experience on which to draw. His ability to see through all the technical jargon associated with the golf swing, means that all players, whatever their level, can follow his teachings to get the most out of their game. Named after the red notebook Penick has always kept, this book is a collection of parables revealing the important truths behind the game of golf. It is full of useful advice not only for the keen golfer, but for pros and teachers as well. It is divided into a series of anecdotal lessons and teachings, from learning which club to use and practising the swing, through to overcoming bad habits and preparing for big matches. Holding the club ""like a musical instrument""; letting confidence rub off on one by playing with a better golfer; ""powdering"" the ball to check on clubface address - these are just some of Harvey Penick\'s homespun tips on how to improve one\'s game.']",Harvey Penick's Little Red Golf Book,Visit Amazon's Harvey Penick Page,"1,711,941 in Books (",$52.27,0002185385
"['Books', 'Business & Money']",[],The One Minute Manager,"Kenneth, Ph.D.; Johnson, Spencer, M.D. Blanchard","3,903,785 in Books (",$46.59,0002180618
"['Books', 'Biographies & Memoirs']","[""A tribute to a charismatic motor racing hero, this biography of James Hunt examines in close-up the life and times of one of the last British sporting eccentrics. With his devil-may-care attitude and cavalier approach to living, Hunt endeared himself to the British motor racing public, driving for Lord Hesketh's Formula One team and later, in 1976, for McLaren during his World Championship-winning season. But alongside the triumphant moments came the inevitable darker side - the drugs, the alcohol and the women. The book reveals the truth about his playboy image, and explains Hunt's successful transition from hero of the track and social celebrity to articulate BBC television commentator, breeder of budgies and energetic cyclist. These are the memoirs that Hunt had always planned to write with author Gerald Donaldson before his sudden death of a heart attack, aged 45. This is the official biography, written with the full approval of the family estate.""]",James Hunt: The Biography,Visit Amazon's Gerald Donaldson Page,"879,056 in Books (",$8.66,0002184680
[],"[""This is the story of the Owens' travel and life in the Kalahari Desert. Here they met and studied unique animals and were confronted with danger from drought, fire, storms, and the animals they loved. This best-selling book is for both travelers and animal lovers.""]",Cry of the Kalahari,Visit Amazon's Mark Owens Page,"596,789 in Books (",$78.78,0002163578
"['Books', 'Romance', 'Historical']",['hardbound'],The Lynmara Legacy,Visit Amazon's Catherine Gaskin Page,"4,606,839 in Books (",$6.66,0002214962
"['Books', 'Literature & Fiction', 'Action & Adventure']",[],The Golden Rendezvous,Alistair Maclean,"9,560,840 in Books (",$245.03,000221279X
"['Books', 'Literature & Fiction', 'Action & Adventure']",[],The Last Place God Made,Visit Amazon's Jack Higgins Page,"16,166,224 in Books (",$27.15,0002214830
"['Books', 'Literature & Fiction', 'Contemporary']","['A Masterpiece of Historical Fiction-The Great Novel of America\'s ""Greatest Generation"" Herman Wouk\'s sweeping epic of World War II, which begins with The Winds of War and continues in War and Remembrance, stands as the crowning achievement of one of America\'s most celebrated storytellers. Like no other books about the war, Wouk\'s spellbinding narrative captures the tide of global events-and all the drama, romance, heroism, and tragedy of World War II-as it immerses us in the lives of a single American family drawn into the very center of the war\'s maelstrom.']",The Winds of War,Visit Amazon's Herman Wouk Page,"3,502,856 in Books (",$6.65,0002219417
"['Books', 'Literature & Fiction']",[],A Prayer for the Dying,Visit Amazon's Jack Higgins Page,"12,932,346 in Books (",$43.00,0002216620
"['Books', 'Romance', 'Historical']",[],The Property of a Gentleman,Visit Amazon's Catherine Gaskin Page,"4,665,082 in Books (",$25.53,0002216639
"['Books', 'Literature & Fiction', 'Genre Fiction']","['', '&#x2018;A real humdinger. The best MacLean.&#x2019;<br />Daily Mirror', '&#x2018;There is a splendid audacity about Where Eagles Dare, in which a handful of British agents invade an &#x201C;impenetrable&#x201D; Gestapo command post &#x2026; MacLean offers a real dazzler of a thriller, with vivid action, fine set pieces of suspense and a virtuoso display of startling plot twists.&#x2019;<br />New York Times', 'Eight Allied agents -- seven men and a woman -- parachute onto a mountainside behind enemy lines in wartime Germany. Their mission: to rescue an American general before the Nazis can force him to reveal secret D-Day plans.']",Where eagles dare,Alistair MACLEAN,"5,336,275 in Books (",$4.95,0002219247
